Type,Date,Member Number,Class,Amount
Credit Sale,01.08.2010,01562,Store Credit,
Credit Sale,01.08.2010,01562,Store Credit,650.00
Credit Sale,01.08.2010,01582,Store Credit,
Credit Sale,01.08.2010,01582,Store Credit,650.00
Credit Sale,01.08.2010,01589,Store Credit,
Credit Sale,01.08.2010,01589,Store Credit,"2,890.00"
Credit Sale,01.08.2010,01612,Store Credit,"3,620.00"
Credit Sale,01.08.2010,01619,Store Credit,
Credit Sale,01.08.2010,01619,Store Credit,"2,440.00"
Credit Sale,01.08.2010,01628,Store Credit,"1,300.00"
Credit Sale,01.08.2010,01628,Store Credit,"2,500.00"
Credit Sale,01.08.2010,01689,Store Credit,"1,300.00"
Credit Sale,01.08.2010,01694,Store Credit,
Credit Sale,01.08.2010,01694,Store Credit,"1,300.00"
Credit Sale,01.08.2010,01694,Store Credit,"1,100.00"
Credit Sale,01.08.2010,01699,Store Credit,"1,395.00"
Credit Sale,01.08.2010,01732,Clinical Services,550.00
Credit Sale,01.08.2010,01743,Store Credit,"2,875.00"
Credit Sale,01.08.2010,01763,Store Credit,"1,420.00"
Credit Sale,01.08.2010,01820,Store Credit,"2,200.00"
Credit Sale,01.08.2010,01864,Store Credit,"4,535.00"
Credit Sale,01.08.2010,01867,Store Credit,"4,720.00"
Credit Sale,01.08.2010,01889,Store Credit,650.00
Credit Sale,01.08.2010,01895,Store Credit,"1,715.00"
Credit Sale,01.08.2010,01959,Store Credit,"1,420.00"
Credit Sale,01.08.2010,01960,Store Credit,"1,420.00"
Credit Sale,01.08.2010,01961,Store Credit,
Credit Sale,01.08.2010,01961,Store Credit,650.00
Credit Sale,01.08.2010,01967,Store Credit,"1,390.00"
Credit Sale,01.08.2010,01975,Store Credit,650.00
Credit Sale,01.08.2010,01979,Store Credit,
Credit Sale,01.08.2010,01979,Store Credit,290.00
Credit Sale,01.08.2010,01988,Store Credit,"1,710.00"
Credit Sale,01.08.2010,02062,Store Credit,"2,005.00"
Credit Sale,01.08.2010,02072,Store Credit,"1,250.00"
Credit Sale,01.08.2010,02090,Store Credit,"2,810.00"
Credit Sale,01.08.2010,02093,Store Credit,
Credit Sale,01.08.2010,02093,Store Credit,"1,950.00"
Credit Sale,01.08.2010,02095,Store Credit,
Credit Sale,01.08.2010,02095,Store Credit,650.00
Credit Sale,01.08.2010,02148,Store Credit,"1,420.00"
Credit Sale,01.08.2010,02184,Store Credit,
Credit Sale,01.08.2010,02184,Store Credit,"1,230.00"
Credit Sale,01.08.2010,02220,Store Credit,"2,070.00"
Credit Sale,01.08.2010,02250,Store Credit,"1,100.00"
Credit Sale,01.08.2010,02250,Store Credit,190.00
Credit Sale,01.08.2010,02290,Store Credit,"1,420.00"
Credit Sale,01.08.2010,02300,Store Credit,
Credit Sale,01.08.2010,02300,Store Credit,"1,220.00"
Credit Sale,01.08.2010,02306,Store Credit,650.00
Credit Sale,01.08.2010,02336,Store Credit,"1,420.00"
Credit Sale,01.08.2010,02338,Store Credit,"1,100.00"
Credit Sale,01.08.2010,02365,Store Credit,"3,070.00"
Credit Sale,01.08.2010,02370,Store Credit,120.00
Credit Sale,01.08.2010,02384,Store Credit,"1,690.00"
Credit Sale,01.08.2010,02425,Store Credit,
Credit Sale,01.08.2010,02425,Store Credit,"1,390.00"
Credit Sale,01.08.2010,02496,Store Credit,"3,150.00"
Credit Sale,01.08.2010,02533,Store Credit,"1,549.00"
Credit Sale,01.08.2010,02571,Store Credit,"1,420.00"
Credit Sale,01.08.2010,02604,Store Credit,"3,900.00"
Credit Sale,01.08.2010,02612,Store Credit,"1,160.00"
Credit Sale,01.08.2010,02633,Store Credit,
Credit Sale,01.08.2010,02633,Store Credit,"1,800.00"
Credit Sale,01.08.2010,02654,Store Credit,"1,970.00"
Credit Sale,01.08.2010,02671,Store Credit,"1,100.00"
Credit Sale,01.08.2010,02808,Store Credit,
Credit Sale,01.08.2010,02808,Store Credit,920.00
Credit Sale,01.08.2010,02838,Store Credit,"2,720.00"
Credit Sale,01.08.2010,02859,Store Credit,290.00
Credit Sale,01.08.2010,02885,Store Credit,
Credit Sale,01.08.2010,02885,Store Credit,"1,220.00"
Credit Sale,01.08.2010,02904,Store Credit,
Credit Sale,01.08.2010,02904,Store Credit,"1,950.00"
Credit Sale,01.08.2010,02904,Store Credit,"1,690.00"
Credit Sale,01.08.2010,02952,Store Credit,"1,710.00"
Credit Sale,01.08.2010,02957,Clinical Services,"1,100.00"
Credit Sale,01.08.2010,02957,Store Credit,"2,200.00"
Credit Sale,01.08.2010,02979,Store Credit,"1,300.00"
Credit Sale,01.08.2010,02980,AIServices,"1,000.00"
Credit Sale,01.08.2010,02998,Store Credit,"1,100.00"
Credit Sale,01.08.2010,02998,Store Credit,"2,200.00"
Credit Sale,01.08.2010,03006,Store Credit,
Credit Sale,01.08.2010,03006,Store Credit,"15,090.00"
Credit Sale,01.08.2010,03019,Store Credit,"1,420.00"
Credit Sale,01.08.2010,03038,Store Credit,"1,420.00"
Credit Sale,01.08.2010,03062,Store Credit,"1,950.00"
Credit Sale,01.08.2010,03081,Store Credit,"1,595.00"
Credit Sale,01.08.2010,03100,Store Credit,290.00
Credit Sale,01.08.2010,03163,Store Credit,"2,070.00"
Credit Sale,01.08.2010,03192,Store Credit,
Credit Sale,01.08.2010,03192,Store Credit,"1,220.00"
Credit Sale,02.08.2010,00026,Store Credit,"1,390.00"
Credit Sale,02.08.2010,00029,Store Credit,"6,050.00"
Credit Sale,02.08.2010,00044,Store Credit,"4,260.00"
Credit Sale,02.08.2010,00056,Store Credit,"1,420.00"
Credit Sale,02.08.2010,00133,Store Credit,"1,420.00"
Credit Sale,02.08.2010,00152,Store Credit,"2,500.00"
Credit Sale,02.08.2010,00189,Store Credit,"1,400.00"
Credit Sale,02.08.2010,00195,Store Credit,"1,100.00"
Credit Sale,02.08.2010,00198,Store Credit,"1,690.00"
Credit Sale,02.08.2010,00203,Store Credit,"2,620.00"
Credit Sale,02.08.2010,00228,Store Credit,"7,350.00"
Credit Sale,02.08.2010,00240,Store Credit,"1,715.00"
Credit Sale,02.08.2010,00266,Store Credit,"1,390.00"
Credit Sale,02.08.2010,00305,Store Credit,"3,090.00"
Credit Sale,02.08.2010,00314,Store Credit,"1,420.00"
Credit Sale,02.08.2010,00314,Store Credit,"2,460.00"
Credit Sale,02.08.2010,00318,Store Credit,"4,169.00"
Credit Sale,02.08.2010,00318,Store Credit,"2,700.00"
Credit Sale,02.08.2010,00329,Store Credit,"1,520.00"
Credit Sale,02.08.2010,00360,Store Credit,650.00
Credit Sale,02.08.2010,00422,Store Credit,"2,000.00"
Credit Sale,02.08.2010,00453,Store Credit,"1,300.00"
Credit Sale,02.08.2010,00504,Store Credit,"2,050.00"
Credit Sale,02.08.2010,00577,Store Credit,"1,880.00"
Credit Sale,02.08.2010,00605,Store Credit,"6,150.00"
Credit Sale,02.08.2010,00620,Store Credit,"1,100.00"
Credit Sale,02.08.2010,00722,Store Credit,"1,710.00"
Credit Sale,02.08.2010,00751,Store Credit,"1,420.00"
Credit Sale,02.08.2010,00776,Store Credit,"3,140.00"
Credit Sale,02.08.2010,00778,Store Credit,"2,500.00"
Credit Sale,02.08.2010,00861,Store Credit,"1,690.00"
Credit Sale,02.08.2010,00913,Store Credit,"1,530.00"
Credit Sale,02.08.2010,00934,Store Credit,290.00
Credit Sale,02.08.2010,01012,Store Credit,"3,900.00"
Credit Sale,02.08.2010,01024,Store Credit,"3,090.00"
Credit Sale,02.08.2010,01054,Store Credit,290.00
Credit Sale,02.08.2010,01109,Store Credit,"1,715.00"
Credit Sale,02.08.2010,01110,Store Credit,55.00
Credit Sale,02.08.2010,01119,Store Credit,"3,090.00"
Credit Sale,02.08.2010,01144,Store Credit,"1,100.00"
Credit Sale,02.08.2010,01159,Store Credit,"1,680.00"
Credit Sale,02.08.2010,01163,Store Credit,"1,710.00"
Credit Sale,02.08.2010,01167,Store Credit,"3,773.00"
Credit Sale,02.08.2010,01265,Store Credit,"1,420.00"
Credit Sale,02.08.2010,01288,Store Credit,"1,420.00"
Credit Sale,02.08.2010,01310,Store Credit,"2,500.00"
Credit Sale,02.08.2010,01327,Store Credit,
Credit Sale,02.08.2010,01327,Store Credit,170.00
Credit Sale,02.08.2010,01349,Store Credit,"1,100.00"
Credit Sale,02.08.2010,01421,Store Credit,"4,035.00"
Credit Sale,02.08.2010,01464,Store Credit,"4,840.00"
Credit Sale,02.08.2010,01505,Store Credit,470.00
Credit Sale,02.08.2010,01519,Store Credit,"1,100.00"
Credit Sale,02.08.2010,01528,Store Credit,"1,420.00"
Credit Sale,02.08.2010,01529,Store Credit,"3,470.00"
Credit Sale,02.08.2010,01579,Store Credit,"1,390.00"
Credit Sale,02.08.2010,01597,Store Credit,"14,500.00"
Credit Sale,02.08.2010,01647,Store Credit,"2,790.00"
Credit Sale,02.08.2010,01694,Store Credit,
Credit Sale,02.08.2010,01695,Store Credit,
Credit Sale,02.08.2010,01695,Store Credit,"1,870.00"
Credit Sale,02.08.2010,01704,Store Credit,290.00
Credit Sale,02.08.2010,01728,Store Credit,"2,200.00"
Credit Sale,02.08.2010,01749,Store Credit,"1,695.00"
Credit Sale,02.08.2010,01763,Store Credit,"1,300.00"
Credit Sale,02.08.2010,01778,Store Credit,"1,400.00"
Credit Sale,02.08.2010,01795,Store Credit,"5,580.00"
Credit Sale,02.08.2010,01846,Store Credit,"2,790.00"
Credit Sale,02.08.2010,01859,Store Credit,"1,620.00"
Credit Sale,02.08.2010,01867,Clinical Services,"1,100.00"
Credit Sale,02.08.2010,01870,Store Credit,"1,230.00"
Credit Sale,02.08.2010,01889,Store Credit,
Credit Sale,02.08.2010,01952,Store Credit,778.00
Credit Sale,02.08.2010,01973,Store Credit,"1,400.00"
Credit Sale,02.08.2010,01975,Store Credit,340.00
Credit Sale,02.08.2010,01994,Store Credit,"8,300.00"
Credit Sale,02.08.2010,01994,Store Credit,"1,500.00"
Credit Sale,02.08.2010,02016,Store Credit,"1,420.00"
Credit Sale,02.08.2010,02030,Store Credit,940.00
Credit Sale,02.08.2010,02046,Store Credit,"2,930.00"
Credit Sale,02.08.2010,02074,Store Credit,"2,050.00"
Credit Sale,02.08.2010,02081,Store Credit,"1,100.00"
Credit Sale,02.08.2010,02141,Store Credit,"2,929.00"
Credit Sale,02.08.2010,02145,Store Credit,"3,914.00"
Credit Sale,02.08.2010,02177,Store Credit,"1,715.00"
Credit Sale,02.08.2010,02213,Store Credit,290.00
Credit Sale,02.08.2010,02270,Store Credit,715.00
Credit Sale,02.08.2010,02272,Store Credit,"1,220.00"
Credit Sale,02.08.2010,02336,Store Credit,270.00
Credit Sale,02.08.2010,02370,Store Credit,"1,520.00"
Credit Sale,02.08.2010,02380,Store Credit,"3,750.00"
Credit Sale,02.08.2010,02383,AIServices,"7,000.00"
Credit Sale,02.08.2010,02446,Store Credit,
Credit Sale,02.08.2010,02446,Store Credit,650.00
Credit Sale,02.08.2010,02534,Store Credit,"1,100.00"
Credit Sale,02.08.2010,02596,Store Credit,"1,100.00"
Credit Sale,02.08.2010,02664,Store Credit,"1,100.00"
Credit Sale,02.08.2010,02818,Store Credit,"1,520.00"
Credit Sale,02.08.2010,02821,Store Credit,"1,100.00"
Credit Sale,02.08.2010,02841,Store Credit,"1,235.00"
Credit Sale,02.08.2010,02850,Store Credit,"2,530.00"
Credit Sale,02.08.2010,02850,Store Credit,300.00
Credit Sale,02.08.2010,02902,Store Credit,"1,220.00"
Credit Sale,02.08.2010,02911,Store Credit,"5,710.00"
Credit Sale,02.08.2010,02911,Store Credit,320.00
Credit Sale,02.08.2010,02943,Store Credit,"1,980.00"
Credit Sale,02.08.2010,03016,Store Credit,290.00
Credit Sale,02.08.2010,03070,Store Credit,"3,090.00"
Credit Sale,02.08.2010,03077,Store Credit,650.00
Credit Sale,02.08.2010,03078,Store Credit,"1,100.00"
Credit Sale,02.08.2010,03092,Store Credit,"1,549.00"
Credit Sale,02.08.2010,03149,Store Credit,"2,199.00"
Credit Sale,02.08.2010,03165,Store Credit,"2,810.00"
Credit Sale,03.08.2010,00010,Clinical Services,"1,000.00"
Credit Sale,03.08.2010,00034,Store Credit,"6,200.00"
Credit Sale,03.08.2010,00045,Store Credit,"10,380.00"
Credit Sale,03.08.2010,00045,Store Credit,129.00
Credit Sale,03.08.2010,00055,Store Credit,"3,770.00"
Credit Sale,03.08.2010,00173,AIServices,600.00
Credit Sale,03.08.2010,00234,Store Credit,695.00
Credit Sale,03.08.2010,00428,Store Credit,"3,250.00"
Credit Sale,03.08.2010,00579,Store Credit,"2,820.00"
Credit Sale,03.08.2010,00609,Store Credit,940.00
Credit Sale,03.08.2010,00627,AIServices,"1,000.00"
Credit Sale,03.08.2010,00627,AIServices,"1,000.00"
Credit Sale,03.08.2010,00635,Store Credit,"1,250.00"
Credit Sale,03.08.2010,00643,Store Credit,"1,445.00"
Credit Sale,03.08.2010,00687,AIServices,"1,000.00"
Credit Sale,03.08.2010,00710,Store Credit,"9,773.00"
Credit Sale,03.08.2010,00710,Store Credit,"1,020.00"
Credit Sale,03.08.2010,00924,Store Credit,
Credit Sale,03.08.2010,00924,Store Credit,120.00
Credit Sale,03.08.2010,01011,Store Credit,
Credit Sale,03.08.2010,01011,Store Credit,270.00
Credit Sale,03.08.2010,01074,Store Credit,"1,540.00"
Credit Sale,03.08.2010,01108,Store Credit,290.00
Credit Sale,03.08.2010,01252,Store Credit,"3,590.00"
Credit Sale,03.08.2010,01258,Store Credit,"1,420.00"
Credit Sale,03.08.2010,01343,Store Credit,"1,710.00"
Credit Sale,03.08.2010,01533,AIServices,600.00
Credit Sale,03.08.2010,01596,Store Credit,"2,545.00"
Credit Sale,03.08.2010,01883,Clinical Services,"1,000.00"
Credit Sale,03.08.2010,01893,Store Credit,"1,300.00"
Credit Sale,03.08.2010,01905,Store Credit,"1,150.00"
Credit Sale,03.08.2010,01975,AIServices,600.00
Credit Sale,03.08.2010,01975,AIServices,"1,500.00"
Credit Sale,03.08.2010,01975,Store Credit,"1,450.00"
Credit Sale,03.08.2010,01992,Store Credit,"3,600.00"
Credit Sale,03.08.2010,02078,Store Credit,"1,900.00"
Credit Sale,03.08.2010,02120,Store Credit,"1,710.00"
Credit Sale,03.08.2010,02161,Store Credit,"7,120.00"
Credit Sale,03.08.2010,02170,Store Credit,"2,500.00"
Credit Sale,03.08.2010,02173,AIServices,"1,000.00"
Credit Sale,03.08.2010,02210,Store Credit,650.00
Credit Sale,03.08.2010,02220,Store Credit,"1,420.00"
Credit Sale,03.08.2010,02272,Store Credit,295.00
Credit Sale,03.08.2010,02300,Store Credit,
Credit Sale,03.08.2010,02300,Store Credit,190.00
Credit Sale,03.08.2010,02332,Store Credit,650.00
Credit Sale,03.08.2010,02411,Store Credit,"1,545.00"
Credit Sale,03.08.2010,02466,Store Credit,129.00
Credit Sale,03.08.2010,02729,Store Credit,"1,710.00"
Credit Sale,03.08.2010,02746,Store Credit,"2,893.00"
Credit Sale,03.08.2010,02852,Store Credit,"2,520.00"
Credit Sale,03.08.2010,02885,Store Credit,
Credit Sale,03.08.2010,02885,Store Credit,120.00
Credit Sale,03.08.2010,02966,Store Credit,
Credit Sale,03.08.2010,02966,Store Credit,680.00
Credit Sale,03.08.2010,02991,Store Credit,945.00
Credit Sale,03.08.2010,02997,Store Credit,940.00
Credit Sale,03.08.2010,03019,Store Credit,945.00
Credit Sale,03.08.2010,03135,Store Credit,"1,250.00"
Credit Sale,04.08.2010,00045,Clinical Services,"1,600.00"
Credit Sale,04.08.2010,00231,AIServices,"1,000.00"
Credit Sale,04.08.2010,00309,Store Credit,"1,420.00"
Credit Sale,04.08.2010,00428,Store Credit,"1,950.00"
Credit Sale,04.08.2010,00499,Clinical Services,"1,000.00"
Credit Sale,04.08.2010,00502,Store Credit,650.00
Credit Sale,04.08.2010,00547,Store Credit,"1,920.00"
Credit Sale,04.08.2010,00710,Clinical Services,"1,300.00"
Credit Sale,04.08.2010,00861,AIServices,600.00
Credit Sale,04.08.2010,01258,Store Credit,295.00
Credit Sale,04.08.2010,01413,Store Credit,"2,270.00"
Credit Sale,04.08.2010,01549,Store Credit,"1,590.00"
Credit Sale,04.08.2010,01695,Clinical Services,"1,100.00"
Credit Sale,04.08.2010,01740,Store Credit,"1,250.00"
Credit Sale,04.08.2010,01885,Store Credit,
Credit Sale,04.08.2010,01885,Store Credit,"1,220.00"
Credit Sale,04.08.2010,01936,Store Credit,"1,100.00"
Credit Sale,04.08.2010,01962,Store Credit,"1,100.00"
Credit Sale,04.08.2010,02018,Clinical Services,"1,100.00"
Credit Sale,04.08.2010,02021,Store Credit,"1,250.00"
Credit Sale,04.08.2010,02035,Store Credit,"1,590.00"
Credit Sale,04.08.2010,02048,Store Credit,"1,545.00"
Credit Sale,04.08.2010,02058,Store Credit,"2,500.00"
Credit Sale,04.08.2010,02077,Store Credit,"1,545.00"
Credit Sale,04.08.2010,02094,Store Credit,650.00
Credit Sale,04.08.2010,02298,Store Credit,"2,850.00"
Credit Sale,04.08.2010,02310,Store Credit,"3,750.00"
Credit Sale,04.08.2010,02360,Store Credit,"1,420.00"
Credit Sale,04.08.2010,02364,Store Credit,"1,860.00"
Credit Sale,04.08.2010,02434,Store Credit,"3,355.00"
Credit Sale,04.08.2010,02454,Store Credit,"1,605.00"
Credit Sale,04.08.2010,02619,Store Credit,"1,250.00"
Credit Sale,04.08.2010,02706,Store Credit,"1,880.00"
Credit Sale,04.08.2010,02712,Store Credit,"1,650.00"
Credit Sale,04.08.2010,02724,AIServices,"1,000.00"
Credit Sale,04.08.2010,02776,Store Credit,"2,840.00"
Credit Sale,04.08.2010,02876,Clinical Services,"1,200.00"
Credit Sale,04.08.2010,02893,Store Credit,"1,250.00"
Credit Sale,04.08.2010,02911,AIServices,600.00
Credit Sale,04.08.2010,02941,Clinical Services,"1,000.00"
Credit Sale,04.08.2010,02957,Store Credit,"1,010.00"
Credit Sale,04.08.2010,02961,Store Credit,"2,440.00"
Credit Sale,04.08.2010,03061,Store Credit,"2,440.00"
Credit Sale,04.08.2010,03126,Store Credit,190.00
Credit Sale,04.08.2010,03184,Store Credit,488.00
Credit Sale,05.08.2010,00195,Store Credit,"1,835.00"
Credit Sale,05.08.2010,00228,Store Credit,"2,900.00"
Credit Sale,05.08.2010,00381,AIServices,600.00
Credit Sale,05.08.2010,00486,Store Credit,"1,420.00"
Credit Sale,05.08.2010,00834,Store Credit,"1,480.00"
Credit Sale,05.08.2010,00882,Store Credit,"1,540.00"
Credit Sale,05.08.2010,01152,Store Credit,"1,965.00"
Credit Sale,05.08.2010,01165,Store Credit,129.00
Credit Sale,05.08.2010,01182,Store Credit,"1,420.00"
Credit Sale,05.08.2010,01421,Store Credit,190.00
Credit Sale,05.08.2010,01520,Store Credit,170.00
Credit Sale,05.08.2010,01626,Store Credit,"2,520.00"
Credit Sale,05.08.2010,01687,Store Credit,"1,220.00"
Credit Sale,05.08.2010,01712,Store Credit,"2,500.00"
Credit Sale,05.08.2010,01732,Store Credit,220.00
Credit Sale,05.08.2010,01744,AIServices,"1,000.00"
Credit Sale,05.08.2010,01770,Store Credit,"1,100.00"
Credit Sale,05.08.2010,01775,Store Credit,"1,390.00"
Credit Sale,05.08.2010,01827,Store Credit,290.00
Credit Sale,05.08.2010,01901,Store Credit,"1,420.00"
Credit Sale,05.08.2010,01936,Store Credit,
Credit Sale,05.08.2010,02018,Clinical Services,800.00
Credit Sale,05.08.2010,02075,Store Credit,"4,970.00"
Credit Sale,05.08.2010,02759,Store Credit,"1,300.00"
Credit Sale,05.08.2010,02966,Store Credit,120.00
Credit Sale,05.08.2010,02976,Store Credit,"1,100.00"
Credit Sale,05.08.2010,02999,Store Credit,893.00
Credit Sale,05.08.2010,03000,AIServices,600.00
Credit Sale,05.08.2010,03071,Store Credit,650.00
Credit Sale,05.08.2010,03086,Store Credit,"1,420.00"
Credit Sale,05.08.2010,03150,Store Credit,"1,420.00"
Credit Sale,05.08.2010,03182,Store Credit,"1,300.00"
Credit Sale,06.08.2010,00054,Clinical Services,"1,200.00"
Credit Sale,06.08.2010,00585,Clinical Services,600.00
Credit Sale,06.08.2010,00794,Store Credit,"1,900.00"
Credit Sale,06.08.2010,01136,Store Credit,"2,350.00"
Credit Sale,06.08.2010,01619,Store Credit,"1,220.00"
Credit Sale,06.08.2010,01952,Store Credit,"1,710.00"
Credit Sale,06.08.2010,01994,Store Credit,"2,840.00"
Credit Sale,06.08.2010,02012,Store Credit,"1,250.00"
Credit Sale,06.08.2010,02093,Store Credit,170.00
Credit Sale,06.08.2010,02100,Store Credit,580.00
Credit Sale,06.08.2010,02270,Store Credit,"1,900.00"
Credit Sale,06.08.2010,02311,Store Credit,"1,670.00"
Credit Sale,06.08.2010,02339,Store Credit,430.00
Credit Sale,06.08.2010,02380,Clinical Services,"1,350.00"
Credit Sale,06.08.2010,02380,Store Credit,"3,750.00"
Credit Sale,06.08.2010,02743,Store Credit,"1,250.00"
Credit Sale,06.08.2010,02941,AIServices,"1,500.00"
Credit Sale,06.08.2010,03100,Store Credit,130.00
Credit Sale,07.08.2010,00173,Store Credit,650.00
Credit Sale,07.08.2010,00236,Clinical Services,"1,100.00"
Credit Sale,07.08.2010,00388,Store Credit,"1,830.00"
Credit Sale,07.08.2010,00547,Store Credit,193.00
Credit Sale,07.08.2010,00864,Store Credit,"1,100.00"
Credit Sale,07.08.2010,00882,Clinical Services,"1,600.00"
Credit Sale,07.08.2010,01026,Store Credit,940.00
Credit Sale,07.08.2010,01044,Store Credit,"1,824.00"
Credit Sale,07.08.2010,01107,Store Credit,"1,250.00"
Credit Sale,07.08.2010,01111,Store Credit,"1,420.00"
Credit Sale,07.08.2010,01247,Store Credit,650.00
Credit Sale,07.08.2010,01303,Store Credit,"2,595.00"
Credit Sale,07.08.2010,01377,Store Credit,"1,100.00"
Credit Sale,07.08.2010,01599,Store Credit,463.00
Credit Sale,07.08.2010,01687,Store Credit,300.00
Credit Sale,07.08.2010,01959,Store Credit,"1,420.00"
Credit Sale,07.08.2010,02515,Store Credit,190.00
Credit Sale,07.08.2010,02583,AIServices,"1,000.00"
Credit Sale,07.08.2010,02633,Store Credit,980.00
Credit Sale,07.08.2010,02633,Clinical Services,300.00
Credit Sale,07.08.2010,02633,Store Credit,"1,220.00"
Credit Sale,07.08.2010,02663,AIServices,600.00
Credit Sale,07.08.2010,02724,Store Credit,"3,845.00"
Credit Sale,07.08.2010,02846,Store Credit,820.00
Credit Sale,07.08.2010,03067,Store Credit,"2,610.00"
Credit Sale,07.08.2010,03188,Clinical Services,600.00
Credit Sale,08.08.2010,00133,AIServices,600.00
Credit Sale,08.08.2010,01070,Clinical Services,600.00
Credit Sale,08.08.2010,01516,Store Credit,290.00
Credit Sale,08.08.2010,01589,Store Credit,650.00
Credit Sale,08.08.2010,01702,Clinical Services,"1,000.00"
Credit Sale,08.08.2010,02589,AIServices,600.00
Credit Sale,08.08.2010,02589,AIServices,600.00
Credit Sale,08.08.2010,02691,Store Credit,650.00
Credit Sale,08.08.2010,02911,AIServices,"1,000.00"
Credit Sale,09.08.2010,00048,Store Credit,650.00
Credit Sale,09.08.2010,00095,Clinical Services,800.00
Credit Sale,09.08.2010,00234,AIServices,600.00
Credit Sale,09.08.2010,00236,Store Credit,120.00
Credit Sale,09.08.2010,00258,Store Credit,"1,200.00"
Credit Sale,09.08.2010,00325,Store Credit,650.00
Credit Sale,09.08.2010,00380,Store Credit,"1,250.00"
Credit Sale,09.08.2010,00563,Clinical Services,"1,100.00"
Credit Sale,09.08.2010,00613,Store Credit,"1,500.00"
Credit Sale,09.08.2010,00710,AIServices,600.00
Credit Sale,09.08.2010,00789,Store Credit,"1,725.00"
Credit Sale,09.08.2010,01022,Store Credit,650.00
Credit Sale,09.08.2010,01066,Store Credit,290.00
Credit Sale,09.08.2010,01199,Store Credit,"1,420.00"
Credit Sale,09.08.2010,01342,Store Credit,790.00
Credit Sale,09.08.2010,01992,Store Credit,"4,850.00"
Credit Sale,09.08.2010,02062,Store Credit,"1,710.00"
Credit Sale,09.08.2010,02148,Store Credit,"1,100.00"
Credit Sale,09.08.2010,02358,Store Credit,650.00
Credit Sale,09.08.2010,02380,Store Credit,"8,240.00"
Credit Sale,09.08.2010,02412,Store Credit,"4,020.00"
Credit Sale,09.08.2010,02583,Store Credit,870.00
Credit Sale,09.08.2010,02850,Store Credit,"3,500.00"
Credit Sale,09.08.2010,02998,AIServices,"1,000.00"
Credit Sale,09.08.2010,03184,Store Credit,"1,420.00"
Credit Sale,09.08.2010,03188,Store Credit,"1,900.00"
Credit Sale,10.08.2010,00045,Store Credit,258.00
Credit Sale,10.08.2010,00160,Store Credit,650.00
Credit Sale,10.08.2010,00363,Store Credit,"1,400.00"
Credit Sale,10.08.2010,00502,Store Credit,650.00
Credit Sale,10.08.2010,00547,Store Credit,870.00
Credit Sale,10.08.2010,00627,Clinical Services,"1,100.00"
Credit Sale,10.08.2010,00630,Store Credit,"2,070.00"
Credit Sale,10.08.2010,00954,Store Credit,"1,900.00"
Credit Sale,10.08.2010,01022,Store Credit,650.00
Credit Sale,10.08.2010,01056,Store Credit,"1,250.00"
Credit Sale,10.08.2010,01090,Store Credit,"1,250.00"
Credit Sale,10.08.2010,01124,AIServices,600.00
Credit Sale,10.08.2010,01291,Store Credit,945.00
Credit Sale,10.08.2010,01295,Store Credit,580.00
Credit Sale,10.08.2010,01520,Store Credit,240.00
Credit Sale,10.08.2010,01699,Store Credit,"1,380.00"
Credit Sale,10.08.2010,01817,Store Credit,650.00
Credit Sale,10.08.2010,01865,Clinical Services,"2,300.00"
Credit Sale,10.08.2010,01867,AIServices,"1,500.00"
Credit Sale,10.08.2010,02086,Store Credit,"1,250.00"
Credit Sale,10.08.2010,02197,Store Credit,"1,220.00"
Credit Sale,10.08.2010,02313,Clinical Services,"1,100.00"
Credit Sale,10.08.2010,02406,AIServices,600.00
Credit Sale,10.08.2010,02454,Store Credit,400.00
Credit Sale,10.08.2010,02583,Store Credit,650.00
Credit Sale,10.08.2010,02633,Store Credit,190.00
Credit Sale,10.08.2010,02676,Store Credit,"1,400.00"
Credit Sale,10.08.2010,02724,AIServices,"2,000.00"
Credit Sale,10.08.2010,02893,Store Credit,400.00
Credit Sale,10.08.2010,02913,AIServices,600.00
Credit Sale,10.08.2010,02961,Store Credit,"1,100.00"
Credit Sale,10.08.2010,03143,Store Credit,"1,250.00"
Credit Sale,11.08.2010,00095,Clinical Services,"1,100.00"
Credit Sale,11.08.2010,00650,Store Credit,"1,425.00"
Credit Sale,11.08.2010,00650,Store Credit,190.00
Credit Sale,11.08.2010,01122,AIServices,"1,000.00"
Credit Sale,11.08.2010,01265,Store Credit,"1,420.00"
Credit Sale,11.08.2010,01579,Clinical Services,300.00
Credit Sale,11.08.2010,01695,Clinical Services,"1,100.00"
Credit Sale,11.08.2010,01720,Store Credit,340.00
Credit Sale,11.08.2010,01867,AIServices,600.00
Credit Sale,11.08.2010,01878,Store Credit,650.00
Credit Sale,11.08.2010,01905,Store Credit,"1,370.00"
Credit Sale,11.08.2010,01905,Store Credit,"2,025.00"
Credit Sale,11.08.2010,01905,Store Credit,650.00
Credit Sale,11.08.2010,02250,Store Credit,650.00
Credit Sale,11.08.2010,02339,Store Credit,290.00
Credit Sale,11.08.2010,02743,AIServices,"1,000.00"
Credit Sale,11.08.2010,02782,AIServices,"1,000.00"
Credit Sale,11.08.2010,03161,Clinical Services,"1,600.00"
Credit Sale,11.08.2010,03161,Clinical Services,400.00
Credit Sale,12.08.2010,00045,Clinical Services,"1,600.00"
Credit Sale,12.08.2010,00258,Store Credit,"1,400.00"
Credit Sale,12.08.2010,00539,Store Credit,"1,420.00"
