Type,Date,Member Number,Class,Route,Amount,,
Credit Sale,03.08.2010,00627,AIServices,,"1,000.00",,
Credit Sale,03.08.2010,00627,AIServices,,"1,000.00",,
Credit Sale,03.08.2010,00635,Store Credit,R011,"1,250.00",,
Credit Sale,03.08.2010,00643,Store Credit,R002,"1,445.00",,
Credit Sale,03.08.2010,00687,AIServices,,"1,000.00",,
Credit Sale,03.08.2010,00710,Store Credit,R001,"9,773.00",,
Credit Sale,03.08.2010,00710,Store Credit,R001,"1,020.00",,
Credit Sale,03.08.2010,00924,Store Credit,R017,,,
Credit Sale,03.08.2010,00924,Store Credit,R017,120.00,,
Credit Sale,03.08.2010,01011,Store Credit,R017,,,
Credit Sale,03.08.2010,01011,Store Credit,R017,270.00,,
Credit Sale,03.08.2010,01074,Store Credit,R002,"1,540.00",,
Credit Sale,03.08.2010,01108,Store Credit,R002,290.00,,
Credit Sale,03.08.2010,01252,Store Credit,R001,"3,590.00",,
Credit Sale,03.08.2010,01258,Store Credit,R004,"1,420.00",,
Credit Sale,03.08.2010,01343,Store Credit,R002,"1,710.00",,
Credit Sale,03.08.2010,01533,AIServices,,600.00,,
Credit Sale,03.08.2010,01596,Store Credit,R002,"2,545.00",,
Credit Sale,03.08.2010,01883,Clinical Services,,"1,000.00",,
Credit Sale,03.08.2010,01893,Store Credit,R007,"1,300.00",,
Credit Sale,03.08.2010,01905,Store Credit,R009,"1,150.00",,
Credit Sale,03.08.2010,01975,AIServices,,600.00,,
Credit Sale,03.08.2010,01975,AIServices,,"1,500.00",,
Credit Sale,03.08.2010,01975,Store Credit,R001,"1,450.00",,
Credit Sale,03.08.2010,01992,Store Credit,R001,"3,600.00",,
Credit Sale,03.08.2010,02078,Store Credit,R009,"1,900.00",,
Credit Sale,03.08.2010,02120,Store Credit,R022,"1,710.00",,
Credit Sale,03.08.2010,02161,Store Credit,R002,"7,120.00",,
Credit Sale,03.08.2010,02170,Store Credit,R009,"2,500.00",,
Credit Sale,03.08.2010,02173,AIServices,,"1,000.00",,
Credit Sale,03.08.2010,02210,Store Credit,R004,650.00,,
Credit Sale,03.08.2010,02220,Store Credit,R022,"1,420.00",,
Credit Sale,03.08.2010,02272,Store Credit,R009,295.00,,
Credit Sale,03.08.2010,02300,Store Credit,R017,,,
Credit Sale,03.08.2010,02300,Store Credit,R017,190.00,,
Credit Sale,03.08.2010,02332,Store Credit,R007,650.00,,
Credit Sale,03.08.2010,02411,Store Credit,R011,"1,545.00",,
Credit Sale,03.08.2010,02466,Store Credit,R022,129.00,,
Credit Sale,03.08.2010,02729,Store Credit,R002,"1,710.00",,
Credit Sale,03.08.2010,02746,Store Credit,R001,"2,893.00",,
Credit Sale,03.08.2010,02852,Store Credit,R002,"2,520.00",,
Credit Sale,03.08.2010,02885,Store Credit,R017,,,
Credit Sale,03.08.2010,02885,Store Credit,R017,120.00,,
Credit Sale,03.08.2010,02966,Store Credit,R017,,,
Credit Sale,03.08.2010,02966,Store Credit,R017,680.00,,
Credit Sale,03.08.2010,02991,Store Credit,R011,945.00,,
Credit Sale,03.08.2010,02997,Store Credit,R022,940.00,,
Credit Sale,03.08.2010,03019,Store Credit,R022,945.00,,
Credit Sale,03.08.2010,03135,Store Credit,R011,"1,250.00",,
Credit Sale,04.08.2010,00045,Clinical Services,,"1,600.00",,
Credit Sale,04.08.2010,00231,AIServices,,"1,000.00",,
Credit Sale,04.08.2010,00309,Store Credit,R019,"1,420.00",,
Credit Sale,04.08.2010,00428,Store Credit,R009,"1,950.00",,
Credit Sale,04.08.2010,00499,Clinical Services,,"1,000.00",,
Credit Sale,04.08.2010,00502,Store Credit,R009,650.00,,
Credit Sale,04.08.2010,00547,Store Credit,R016,"1,920.00",,
Credit Sale,04.08.2010,00710,Clinical Services,,"1,300.00",,
Credit Sale,04.08.2010,00861,AIServices,,600.00,,
Credit Sale,04.08.2010,01258,Store Credit,R004,295.00,,
Credit Sale,04.08.2010,01413,Store Credit,R002,"2,270.00",,
Credit Sale,04.08.2010,01549,Store Credit,R025,"1,590.00",,
Credit Sale,04.08.2010,01695,Clinical Services,,"1,100.00",,
Credit Sale,04.08.2010,01740,Store Credit,R008,"1,250.00",,
Credit Sale,04.08.2010,01885,Store Credit,R017,,,
Credit Sale,04.08.2010,01885,Store Credit,R017,"1,220.00",,
Credit Sale,04.08.2010,01936,Store Credit,R017,"1,100.00",,
Credit Sale,04.08.2010,01962,Store Credit,R003,"1,100.00",,
Credit Sale,04.08.2010,02018,Clinical Services,,"1,100.00",,
Credit Sale,04.08.2010,02021,Store Credit,R009,"1,250.00",,
Credit Sale,04.08.2010,02035,Store Credit,R008,"1,590.00",,
Credit Sale,04.08.2010,02048,Store Credit,R008,"1,545.00",,
Credit Sale,04.08.2010,02058,Store Credit,R013,"2,500.00",,
Credit Sale,04.08.2010,02077,Store Credit,R008,"1,545.00",,
Credit Sale,04.08.2010,02094,Store Credit,R009,650.00,,
Credit Sale,04.08.2010,02298,Store Credit,R013,"2,850.00",,
Credit Sale,04.08.2010,02310,Store Credit,R002,"3,750.00",,
Credit Sale,04.08.2010,02360,Store Credit,R004,"1,420.00",,
Credit Sale,04.08.2010,02364,Store Credit,R019,"1,860.00",,
Credit Sale,04.08.2010,02434,Store Credit,R013,"3,355.00",,
Credit Sale,04.08.2010,02454,Store Credit,R013,"1,605.00",,
Credit Sale,04.08.2010,02619,Store Credit,R013,"1,250.00",,
Credit Sale,04.08.2010,02706,Store Credit,R002,"1,880.00",,
Credit Sale,04.08.2010,02712,Store Credit,R013,"1,650.00",,
Credit Sale,04.08.2010,02724,AIServices,,"1,000.00",,
Credit Sale,04.08.2010,02776,Store Credit,R007,"2,840.00",,
Credit Sale,04.08.2010,02876,Clinical Services,,"1,200.00",,
Credit Sale,04.08.2010,02893,Store Credit,R013,"1,250.00",,
Credit Sale,04.08.2010,02911,AIServices,,600.00,,
Credit Sale,04.08.2010,02941,Clinical Services,,"1,000.00",,
Credit Sale,04.08.2010,02957,Store Credit,R019,"1,010.00",,
Credit Sale,04.08.2010,02961,Store Credit,R025,"2,440.00",,
Credit Sale,04.08.2010,03061,Store Credit,R025,"2,440.00",,
Credit Sale,04.08.2010,03126,Store Credit,R009,190.00,,
Credit Sale,04.08.2010,03184,Store Credit,R015,488.00,,
Credit Sale,05.08.2010,00195,Store Credit,R002,"1,835.00",,
Credit Sale,05.08.2010,00228,Store Credit,R001,"2,900.00",,
Credit Sale,05.08.2010,00381,AIServices,,600.00,,
Credit Sale,05.08.2010,00486,Store Credit,R020,"1,420.00",,
Credit Sale,05.08.2010,00834,Store Credit,R012,"1,480.00",,
Credit Sale,05.08.2010,00882,Store Credit,R002,"1,540.00",,
Credit Sale,05.08.2010,01152,Store Credit,R009,"1,965.00",,
Credit Sale,05.08.2010,01165,Store Credit,R007,129.00,,
Credit Sale,05.08.2010,01182,Store Credit,R016,"1,420.00",,
Credit Sale,05.08.2010,01421,Store Credit,R009,190.00,,
Credit Sale,05.08.2010,01520,Store Credit,R009,170.00,,
Credit Sale,05.08.2010,01626,Store Credit,R016,"2,520.00",,
Credit Sale,05.08.2010,01687,Store Credit,R001,"1,220.00",,
Credit Sale,05.08.2010,01712,Store Credit,R001,"2,500.00",,
Credit Sale,05.08.2010,01732,Store Credit,R017,220.00,,
Credit Sale,05.08.2010,01744,AIServices,,"1,000.00",,
Credit Sale,05.08.2010,01770,Store Credit,R003,"1,100.00",,
Credit Sale,05.08.2010,01775,Store Credit,R002,"1,390.00",,
Credit Sale,05.08.2010,01827,Store Credit,R002,290.00,,
Credit Sale,05.08.2010,01901,Store Credit,R004,"1,420.00",,
Credit Sale,05.08.2010,01936,Store Credit,R017,,,
Credit Sale,05.08.2010,02018,Clinical Services,,800.00,,
Credit Sale,05.08.2010,02075,Store Credit,R001,"4,970.00",,
Credit Sale,05.08.2010,02759,Store Credit,R012,"1,300.00",,
Credit Sale,05.08.2010,02966,Store Credit,R017,120.00,,
Credit Sale,05.08.2010,02976,Store Credit,R020,"1,100.00",,
Credit Sale,05.08.2010,02999,Store Credit,R001,893.00,,
Credit Sale,05.08.2010,03000,AIServices,,600.00,,
Credit Sale,05.08.2010,03071,Store Credit,R011,650.00,,
Credit Sale,05.08.2010,03086,Store Credit,R019,"1,420.00",,
Credit Sale,05.08.2010,03150,Store Credit,R007,"1,420.00",,
Credit Sale,05.08.2010,03182,Store Credit,R007,"1,300.00",,
Credit Sale,06.08.2010,00054,Clinical Services,,"1,200.00",,
Credit Sale,06.08.2010,00585,Clinical Services,,600.00,,
Credit Sale,06.08.2010,00794,Store Credit,R011,"1,900.00",,
Credit Sale,06.08.2010,01136,Store Credit,R002,"2,350.00",,
Credit Sale,06.08.2010,01619,Store Credit,R017,"1,220.00",,
Credit Sale,06.08.2010,01952,Store Credit,R007,"1,710.00",,
Credit Sale,06.08.2010,01994,Store Credit,R004,"2,840.00",,
Credit Sale,06.08.2010,02012,Store Credit,R009,"1,250.00",,
Credit Sale,06.08.2010,02093,Store Credit,R017,170.00,,
Credit Sale,06.08.2010,02100,Store Credit,R002,580.00,,
Credit Sale,06.08.2010,02270,Store Credit,R009,"1,900.00",,
Credit Sale,06.08.2010,02311,Store Credit,R023,"1,670.00",,
Credit Sale,06.08.2010,02339,Store Credit,R002,430.00,,
Credit Sale,06.08.2010,02380,Clinical Services,,"1,350.00",,
Credit Sale,06.08.2010,02380,Store Credit,R002,"3,750.00",,
Credit Sale,06.08.2010,02743,Store Credit,R011,"1,250.00",,
Credit Sale,06.08.2010,02941,AIServices,,"1,500.00",,
Credit Sale,06.08.2010,03100,Store Credit,R009,130.00,,
Credit Sale,07.08.2010,00173,Store Credit,R009,650.00,,
Credit Sale,07.08.2010,00236,Clinical Services,,"1,100.00",,
Credit Sale,07.08.2010,00388,Store Credit,R001,"1,830.00",,
Credit Sale,07.08.2010,00547,Store Credit,R003,193.00,,
Credit Sale,07.08.2010,00864,Store Credit,R002,"1,100.00",,
Credit Sale,07.08.2010,00882,Clinical Services,,"1,600.00",,
Credit Sale,07.08.2010,01026,Store Credit,R002,940.00,,
Credit Sale,07.08.2010,01044,Store Credit,R001,"1,824.00",,
Credit Sale,07.08.2010,01107,Store Credit,R002,"1,250.00",,
Credit Sale,07.08.2010,01111,Store Credit,R016,"1,420.00",,
Credit Sale,07.08.2010,01247,Store Credit,R002,650.00,,
Credit Sale,07.08.2010,01303,Store Credit,R007,"2,595.00",,
Credit Sale,07.08.2010,01377,Store Credit,R014,"1,100.00",,
Credit Sale,07.08.2010,01599,Store Credit,R015,463.00,,
Credit Sale,07.08.2010,01687,Store Credit,R001,300.00,,
Credit Sale,07.08.2010,01959,Store Credit,R016,"1,420.00",,
Credit Sale,07.08.2010,02515,Store Credit,R012,190.00,,
Credit Sale,07.08.2010,02583,AIServices,,"1,000.00",,
Credit Sale,07.08.2010,02633,Store Credit,R001,980.00,,
Credit Sale,07.08.2010,02633,Clinical Services,,300.00,,
Credit Sale,07.08.2010,02633,Store Credit,R017,"1,220.00",,
Credit Sale,07.08.2010,02663,AIServices,,600.00,,
Credit Sale,07.08.2010,02724,Store Credit,R001,"3,845.00",,
Credit Sale,07.08.2010,02846,Store Credit,R012,820.00,,
Credit Sale,07.08.2010,03067,Store Credit,R014,"2,610.00",,
Credit Sale,07.08.2010,03188,Clinical Services,,600.00,,
Credit Sale,08.08.2010,00133,AIServices,,600.00,,
Credit Sale,08.08.2010,01070,Clinical Services,,600.00,,
Credit Sale,08.08.2010,01516,Store Credit,R003,290.00,,
Credit Sale,08.08.2010,01589,Store Credit,R017,650.00,,
Credit Sale,08.08.2010,01702,Clinical Services,,"1,000.00",,
Credit Sale,08.08.2010,02589,AIServices,,600.00,,
Credit Sale,08.08.2010,02589,AIServices,,600.00,,
Credit Sale,08.08.2010,02691,Store Credit,R017,650.00,,
Credit Sale,08.08.2010,02911,AIServices,,"1,000.00",,
Credit Sale,09.08.2010,00048,Store Credit,R002,650.00,,
Credit Sale,09.08.2010,00095,Clinical Services,,800.00,,
Credit Sale,09.08.2010,00234,AIServices,,600.00,,
Credit Sale,09.08.2010,00236,Store Credit,R022,120.00,,
Credit Sale,09.08.2010,00258,Store Credit,R001,"1,200.00",,
Credit Sale,09.08.2010,00325,Store Credit,R002,650.00,,
Credit Sale,09.08.2010,00380,Store Credit,R009,"1,250.00",,
Credit Sale,09.08.2010,00563,Clinical Services,,"1,100.00",,
Credit Sale,09.08.2010,00613,Store Credit,R001,"1,500.00",,
Credit Sale,09.08.2010,00710,AIServices,,600.00,,
Credit Sale,09.08.2010,00789,Store Credit,R023,"1,725.00",,
Credit Sale,09.08.2010,01022,Store Credit,R011,650.00,,
Credit Sale,09.08.2010,01066,Store Credit,R002,290.00,,
Credit Sale,09.08.2010,01199,Store Credit,R019,"1,420.00",,
Credit Sale,09.08.2010,01342,Store Credit,R017,790.00,,
Credit Sale,09.08.2010,01992,Store Credit,R001,"4,850.00",,
Credit Sale,09.08.2010,02062,Store Credit,R007,"1,710.00",,
Credit Sale,09.08.2010,02148,Store Credit,R022,"1,100.00",,
Credit Sale,09.08.2010,02358,Store Credit,R016,650.00,,
Credit Sale,09.08.2010,02380,Store Credit,R002,"8,240.00",,
Credit Sale,09.08.2010,02412,Store Credit,R007,"4,020.00",,
Credit Sale,09.08.2010,02583,Store Credit,R001,870.00,,
Credit Sale,09.08.2010,02850,Store Credit,R001,"3,500.00",,
Credit Sale,09.08.2010,02998,AIServices,,"1,000.00",,
Credit Sale,09.08.2010,03184,Store Credit,R015,"1,420.00",,
Credit Sale,09.08.2010,03188,Store Credit,R011,"1,900.00",,
Credit Sale,10.08.2010,00045,Store Credit,R014,258.00,,
Credit Sale,10.08.2010,00160,Store Credit,R009,650.00,,
Credit Sale,10.08.2010,00363,Store Credit,R004,"1,400.00",,
Credit Sale,10.08.2010,00502,Store Credit,R009,650.00,,
Credit Sale,10.08.2010,00547,Store Credit,R003,870.00,,
Credit Sale,10.08.2010,00627,Clinical Services,,"1,100.00",,
Credit Sale,10.08.2010,00630,Store Credit,R011,"2,070.00",,
Credit Sale,10.08.2010,00954,Store Credit,R011,"1,900.00",,
Credit Sale,10.08.2010,01022,Store Credit,R011,650.00,,
Credit Sale,10.08.2010,01056,Store Credit,R011,"1,250.00",,
Credit Sale,10.08.2010,01090,Store Credit,R002,"1,250.00",,
Credit Sale,10.08.2010,01124,AIServices,,600.00,,
Credit Sale,10.08.2010,01291,Store Credit,R016,945.00,,
Credit Sale,10.08.2010,01295,Store Credit,R003,580.00,,
Credit Sale,10.08.2010,01520,Store Credit,R009,240.00,,
Credit Sale,10.08.2010,01699,Store Credit,R011,"1,380.00",,
Credit Sale,10.08.2010,01817,Store Credit,R017,650.00,,
Credit Sale,10.08.2010,01865,Clinical Services,,"2,300.00",,
Credit Sale,10.08.2010,01867,AIServices,,"1,500.00",,
Credit Sale,10.08.2010,02086,Store Credit,R009,"1,250.00",,
Credit Sale,10.08.2010,02197,Store Credit,R017,"1,220.00",,
Credit Sale,10.08.2010,02313,Clinical Services,,"1,100.00",,
Credit Sale,10.08.2010,02406,AIServices,,600.00,,
Credit Sale,10.08.2010,02454,Store Credit,R001,400.00,,
Credit Sale,10.08.2010,02583,Store Credit,R004,650.00,,
Credit Sale,10.08.2010,02633,Store Credit,R017,190.00,,
Credit Sale,10.08.2010,02676,Store Credit,R004,"1,400.00",,
Credit Sale,10.08.2010,02724,AIServices,,"2,000.00",,
Credit Sale,10.08.2010,02893,Store Credit,R001,400.00,,
Credit Sale,10.08.2010,02913,AIServices,,600.00,,
Credit Sale,10.08.2010,02961,Store Credit,R001,"1,100.00",,
Credit Sale,10.08.2010,03143,Store Credit,R001,"1,250.00",,
Credit Sale,11.08.2010,00095,Clinical Services,,"1,100.00",,
Credit Sale,11.08.2010,00650,Store Credit,R009,"1,425.00",,
Credit Sale,11.08.2010,00650,Store Credit,R009,190.00,,
Credit Sale,11.08.2010,01122,AIServices,,"1,000.00",,
Credit Sale,11.08.2010,01265,Store Credit,R016,"1,420.00",,
Credit Sale,11.08.2010,01579,Clinical Services,,300.00,,
Credit Sale,11.08.2010,01695,Clinical Services,,"1,100.00",,
Credit Sale,11.08.2010,01720,Store Credit,R009,340.00,,
Credit Sale,11.08.2010,01867,AIServices,,600.00,,
Credit Sale,11.08.2010,01878,Store Credit,R012,650.00,,
Credit Sale,11.08.2010,01905,Store Credit,R001,"1,370.00",,
Credit Sale,11.08.2010,01905,Store Credit,R001,"2,025.00",,
Credit Sale,11.08.2010,01905,Store Credit,R009,650.00,,
Credit Sale,11.08.2010,02250,Store Credit,R019,650.00,,
Credit Sale,11.08.2010,02339,Store Credit,R002,290.00,,
Credit Sale,11.08.2010,02743,AIServices,,"1,000.00",,
Credit Sale,11.08.2010,02782,AIServices,,"1,000.00",,
Credit Sale,11.08.2010,03161,Clinical Services,,"1,600.00",,
Credit Sale,11.08.2010,03161,Clinical Services,,400.00,,
Credit Sale,12.08.2010,00045,Clinical Services,,"1,600.00",,
Credit Sale,12.08.2010,00258,Store Credit,R001,"1,400.00",,
Credit Sale,12.08.2010,00539,Store Credit,R002,"1,420.00",,
Credit Sale,12.08.2010,00643,Clinical Services,,"1,600.00",,
Credit Sale,12.08.2010,01167,Store Credit,R001,"2,410.00",,
Credit Sale,12.08.2010,01224,Store Credit,R003,"1,820.00",,
Credit Sale,12.08.2010,01265,Store Credit,R016,"1,300.00",,
Credit Sale,12.08.2010,01505,Store Credit,R004,400.00,,
Credit Sale,12.08.2010,01626,AIServices,,600.00,,
Credit Sale,12.08.2010,01870,Store Credit,R016,120.00,,
Credit Sale,12.08.2010,01960,Store Credit,R016,"1,420.00",,
Credit Sale,12.08.2010,01979,Store Credit,R017,650.00,,
Credit Sale,12.08.2010,02533,Store Credit,R007,650.00,,
Credit Sale,12.08.2010,02583,Store Credit,R001,"1,300.00",,
Credit Sale,12.08.2010,02911,Store Credit,R001,"5,120.00",,
Credit Sale,12.08.2010,02976,Store Credit,R020,190.00,,
Credit Sale,12.08.2010,03086,Store Credit,R019,"2,840.00",,
Credit Sale,12.08.2010,03149,Store Credit,R007,129.00,,
Credit Sale,13.08.2010,00228,Store Credit,R001,190.00,,
Credit Sale,13.08.2010,00299,Store Credit,R002,"1,280.00",,
Credit Sale,13.08.2010,00440,Store Credit,R014,714.00,,
Credit Sale,13.08.2010,00577,Store Credit,R002,"1,880.00",,
Credit Sale,13.08.2010,00710,AIServices,,600.00,,
Credit Sale,13.08.2010,00710,AIServices,,600.00,,
Credit Sale,13.08.2010,00934,Store Credit,R002,290.00,,
Credit Sale,13.08.2010,01124,AIServices,,600.00,,
Credit Sale,13.08.2010,01152,Store Credit,R009,"1,150.00",,
Credit Sale,13.08.2010,01167,Store Credit,R002,290.00,,
Credit Sale,13.08.2010,01251,Store Credit,R017,650.00,,
Credit Sale,13.08.2010,01262,Store Credit,R001,618.00,,
Credit Sale,13.08.2010,01274,AIServices,,600.00,,
Credit Sale,13.08.2010,01460,Store Credit,R003,"1,760.00",,
Credit Sale,13.08.2010,01520,Store Credit,R009,240.00,,
Credit Sale,13.08.2010,01528,Store Credit,R004,400.00,,
Credit Sale,13.08.2010,01901,Store Credit,R004,"1,400.00",,
Credit Sale,13.08.2010,02018,Store Credit,R001,"2,900.00",,
Credit Sale,13.08.2010,02030,Store Credit,R004,400.00,,
Credit Sale,13.08.2010,02092,Store Credit,R002,"3,100.00",,
Credit Sale,13.08.2010,02125,AIServices,,600.00,,
Credit Sale,13.08.2010,02310,Store Credit,R002,"1,230.00",,
Credit Sale,13.08.2010,02360,Store Credit,R004,218.00,,
Credit Sale,13.08.2010,02425,Store Credit,R017,300.00,,
Credit Sale,13.08.2010,02583,Clinical Services,,"1,100.00",,
Credit Sale,13.08.2010,02633,Store Credit,R017,"1,250.00",,
Credit Sale,13.08.2010,02759,Store Credit,R012,"1,900.00",,
Credit Sale,13.08.2010,02846,Store Credit,R012,800.00,,
Credit Sale,13.08.2010,02859,Store Credit,R009,770.00,,
Credit Sale,13.08.2010,03161,Clinical Services,,600.00,,
Credit Sale,14.08.2010,00085,Store Credit,R002,650.00,,
Credit Sale,14.08.2010,00234,Store Credit,R001,"1,395.00",,
Credit Sale,14.08.2010,00264,Store Credit,R002,"1,540.00",,
Credit Sale,14.08.2010,00453,Store Credit,R004,650.00,,
Credit Sale,14.08.2010,00499,Clinical Services,,"2,900.00",,
Credit Sale,14.08.2010,00585,Clinical Services,,"1,200.00",,
Credit Sale,14.08.2010,00687,Store Credit,R017,"1,300.00",,
Credit Sale,14.08.2010,00844,Store Credit,R003,"1,610.00",,
Credit Sale,14.08.2010,00882,Store Credit,R002,"1,250.00",,
Credit Sale,14.08.2010,01122,AIServices,,"1,000.00",,
Credit Sale,14.08.2010,01252,Store Credit,R001,"3,350.00",,
Credit Sale,14.08.2010,01252,Store Credit,R001,220.00,,
Credit Sale,14.08.2010,01252,Store Credit,R001,700.00,,
Credit Sale,14.08.2010,01612,Store Credit,R002,"3,620.00",,
Credit Sale,14.08.2010,01998,AIServices,,"1,500.00",,
Credit Sale,14.08.2010,02000,Store Credit,R001,"1,223.00",,
Credit Sale,14.08.2010,02221,Store Credit,R019,"1,100.00",,
Credit Sale,14.08.2010,02250,Store Credit,R019,650.00,,
Credit Sale,14.08.2010,02481,Store Credit,R012,295.00,,
Credit Sale,14.08.2010,02499,Store Credit,R019,"1,100.00",,
Credit Sale,14.08.2010,02713,Store Credit,R004,400.00,,
Credit Sale,14.08.2010,02976,Store Credit,R020,"1,250.00",,
Credit Sale,14.08.2010,03006,Clinical Services,,"3,100.00",,
Credit Sale,15.08.2010,00010,Clinical Services,,"1,000.00",,
Credit Sale,15.08.2010,01936,Store Credit,R017,"1,250.00",,
Credit Sale,15.08.2010,02018,AIServices,,"1,000.00",,
Credit Sale,15.08.2010,02197,Store Credit,R017,120.00,,
Credit Sale,15.08.2010,02471,Store Credit,R009,"1,545.00",,
Credit Sale,15.08.2010,03041,Store Credit,R023,305.00,,
Credit Sale,15.08.2010,03161,Clinical Services,,"1,000.00",,
Credit Sale,16.08.2010,00025,Store Credit,R004,"1,400.00",,
Credit Sale,16.08.2010,00048,Store Credit,R002,"1,420.00",,
Credit Sale,16.08.2010,00152,Store Credit,R002,"1,420.00",,
Credit Sale,16.08.2010,00195,Store Credit,R002,715.00,,
Credit Sale,16.08.2010,00292,Store Credit,R002,"1,300.00",,
Credit Sale,16.08.2010,00314,Store Credit,R002,400.00,,
Credit Sale,16.08.2010,00579,Store Credit,R002,"4,100.00",,
Credit Sale,16.08.2010,01167,Store Credit,R002,715.00,,
Credit Sale,16.08.2010,01247,Store Credit,R002,650.00,,
Credit Sale,16.08.2010,01310,Store Credit,R002,"2,500.00",,
Credit Sale,16.08.2010,01364,Store Credit,R002,650.00,,
Credit Sale,16.08.2010,01579,Store Credit,R002,"1,050.00",,
Credit Sale,16.08.2010,01580,Store Credit,R001,"2,400.00",,
Credit Sale,16.08.2010,01589,Store Credit,R017,650.00,,
Credit Sale,16.08.2010,01795,Store Credit,R002,"1,780.00",,
Credit Sale,16.08.2010,01846,Store Credit,R002,"3,045.00",,
Credit Sale,16.08.2010,01863,Store Credit,R002,650.00,,
Credit Sale,16.08.2010,01864,Store Credit,R002,940.00,,
Credit Sale,16.08.2010,01905,Store Credit,R009,"1,900.00",,
Credit Sale,16.08.2010,02018,Clinical Services,,"1,400.00",,
Credit Sale,16.08.2010,02095,Store Credit,R017,650.00,,
Credit Sale,16.08.2010,02148,Store Credit,R022,170.00,,
Credit Sale,16.08.2010,02170,Store Credit,R009,"2,500.00",,
Credit Sale,16.08.2010,02184,Store Credit,R017,650.00,,
Credit Sale,16.08.2010,02277,AIServices,,"1,500.00",,
Credit Sale,16.08.2010,02357,Store Credit,R002,"1,100.00",,
Credit Sale,16.08.2010,02861,Store Credit,R002,"2,500.00",,
Credit Sale,16.08.2010,02904,Store Credit,R002,"1,590.00",,
Credit Sale,16.08.2010,02966,Clinical Services,,"3,100.00",,
Credit Sale,16.08.2010,02978,Store Credit,R001,"3,315.00",,
Credit Sale,16.08.2010,03165,Store Credit,R003,"1,390.00",,
Credit Sale,17.08.2010,00486,Store Credit,R020,"1,650.00",,
Credit Sale,17.08.2010,00995,Store Credit,R020,800.00,,
Credit Sale,17.08.2010,01118,AIServices,,"1,000.00",,
Credit Sale,17.08.2010,01342,Store Credit,R017,"1,350.00",,
Credit Sale,17.08.2010,01345,Store Credit,R004,"1,885.00",,
Credit Sale,17.08.2010,01421,AIServices,,600.00,,
Credit Sale,17.08.2010,01763,Store Credit,R004,"1,400.00",,
Credit Sale,17.08.2010,02610,Store Credit,R001,"2,500.00",,
Credit Sale,17.08.2010,03006,Store Credit,R017,"2,665.00",,
Credit Sale,17.08.2010,03149,Store Credit,R007,"1,420.00",,
Credit Sale,18.08.2010,00010,AIServices,,"1,000.00",,
Credit Sale,18.08.2010,00026,Clinical Services,,"1,800.00",,
Credit Sale,18.08.2010,00044,Store Credit,R003,"2,900.00",,
Credit Sale,18.08.2010,00240,Store Credit,R004,"1,400.00",,
Credit Sale,18.08.2010,00298,Store Credit,R028,950.00,,
Credit Sale,18.08.2010,00320,Store Credit,R028,"2,365.00",,
Credit Sale,18.08.2010,00407,Store Credit,R028,"2,290.00",,
Credit Sale,18.08.2010,00547,Store Credit,R003,"2,350.00",,
Credit Sale,18.08.2010,00706,Store Credit,R028,"2,720.00",,
Credit Sale,18.08.2010,01110,Store Credit,R003,55.00,,
Credit Sale,18.08.2010,01119,Store Credit,R002,"1,470.00",,
Credit Sale,18.08.2010,01182,Store Credit,R016,295.00,,
Credit Sale,18.08.2010,01526,Store Credit,R028,650.00,,
Credit Sale,18.08.2010,01702,Store Credit,R019,650.00,,
Credit Sale,18.08.2010,01712,Store Credit,R001,"1,530.00",,
Credit Sale,18.08.2010,01818,Store Credit,R016,600.00,,
Credit Sale,18.08.2010,01849,Store Credit,R017,"1,250.00",,
Credit Sale,18.08.2010,01895,Store Credit,R011,"1,250.00",,
Credit Sale,18.08.2010,01896,Store Credit,R028,650.00,,
Credit Sale,18.08.2010,01922,Store Credit,R028,"2,070.00",,
Credit Sale,18.08.2010,01992,Store Credit,R001,"4,580.00",,
Credit Sale,18.08.2010,01995,Store Credit,R028,650.00,,
Credit Sale,18.08.2010,02000,Store Credit,R004,"1,400.00",,
Credit Sale,18.08.2010,02035,Store Credit,R001,"1,500.00",,
Credit Sale,18.08.2010,02049,Store Credit,R028,"1,640.00",,
Credit Sale,18.08.2010,02099,Store Credit,R010,"1,420.00",,
Credit Sale,18.08.2010,02099,Store Credit,R010,485.00,,
Credit Sale,18.08.2010,02104,Store Credit,R001,400.00,,
Credit Sale,18.08.2010,02144,Store Credit,R028,"1,420.00",,
Credit Sale,18.08.2010,02194,Store Credit,R028,"1,300.00",,
Credit Sale,18.08.2010,02276,Store Credit,R028,"4,260.00",,
Credit Sale,18.08.2010,02277,Store Credit,R028,"2,290.00",,
Credit Sale,18.08.2010,02294,Store Credit,R028,"2,070.00",,
Credit Sale,18.08.2010,02300,Store Credit,R017,"1,250.00",,
Credit Sale,18.08.2010,02442,Store Credit,R015,347.00,,
Credit Sale,18.08.2010,02478,Store Credit,R028,"1,420.00",,
Credit Sale,18.08.2010,02486,Store Credit,R011,650.00,,
Credit Sale,18.08.2010,02490,Store Credit,R028,"4,760.00",,
Credit Sale,18.08.2010,02603,Store Credit,R028,"1,420.00",,
Credit Sale,18.08.2010,02664,Store Credit,R019,"1,100.00",,
Credit Sale,18.08.2010,02722,Store Credit,R028,"1,420.00",,
Credit Sale,18.08.2010,02745,Store Credit,R028,"1,920.00",,
Credit Sale,18.08.2010,02795,Store Credit,R028,"1,300.00",,
